{00020430-0000-0000-C000-000000000046},2,0
{4AC9E1DA-5BAD-4AC7-86E3-24F4CDCECA28},12,0
{00062FFF-0000-0000-C000-000000000046},9,4
{3050F1C5-98B5-11CF-BB82-00AA00BDCE0B},4,0
{EAB22AC0-30C1-11CF-A7EB-0000C05BAE0B},1,1
{50A7E9B0-70EF-11D1-B75A-00A0C90564FE},1,0
{420B2830-E718-11CF-893D-00A0C9054228},1,0
{3F4DACA7-160D-11D2-A8E9-00104B365C9F},5,5
{00020905-0000-0000-C000-000000000046},8,5
{B691E011-1797-432E-907A-4D8C69339129},6,1
{00000600-0000-0010-8000-00AA006D2EA4},6,0
